ID,FirstName,LastName,FirstNameSoundex,LastNameSoundex
e12348a2-6385-4821-9365-0439e0a14384,rusty,chavira,R230,C160
2a63b12e-47cc-40c5-91d5-a0b5e14655b4,socorro,romero,S260,R560
d8a7501a-9935-4d11-83b2-a1281a1eb7d4,james,shores,J520,S620
ce132473-4eb5-4194-aea2-9c99c0e7c235,charles,capps,C642,C120
1c375533-de86-448d-98b9-77bb780e15c6,kimberly,copeland,K516,C145
e04332a4-95fe-4dde-add6-d47176c195c5,philip,franklin,P410,F652
64bedbee-675f-4738-a7a7-9d559a074c9d,edith,austin,E330,A235
e81b8fe3-292a-403b-b500-cedac77bc553,johnnie,squier,J500,S260
ddc9c472-4a79-4b18-9a46-66e01ac1268a,mackenzie,sledge,M252,S432
b085c3df-46d4-4860-955a-e38b07947f98,gregory,nipp,G626,N100
f028522f-db7b-4852-85c8-b3af110ff026,ismael,boling,I254,B452
8f9d4985-8835-48be-9908-faa68972c99b,kathy,jackson,K300,J250
7f2bccba-4007-43b6-9a42-11a8ca1242f6,alicia,williams,A420,W452
af6a0aca-502e-44ba-8c75-02b376c4693b,daniel,mao,D540,M000
94ee319b-ea26-44ce-9d54-bcecbd1e991d,james,taylor,J520,T460
d6def0d7-c32f-4433-8526-015393304348,elizabeth,harris,E421,H620
2b1a98fd-5f6b-4030-b406-d8f887fafffd,carroll,douglas,C640,D242
11657469-dbc5-4faa-914e-4d1821ab2a08,lawrence,bash,L652,B200
43095132-8de6-4fb6-9325-e7de3969552a,melva,powell,M410,P400
d9d975ca-fb75-4196-bbdc-7eea4d93339e,jean,becker,J500,B260
ad46cbd5-65b9-42e3-96a7-ca1c332783de,georgene,derry,G625,D600
60cd0810-6242-4c2e-84b0-583c545c49cf,scott,hanrahan,S230,H565
ed6b90ee-c5e0-4c8b-92bd-0b7c8ec7fb92,aretha,hass,A630,H200
8145365a-9161-4980-9106-62988aaaeb69,lindsay,hammett,L532,H530
8ae0aa9e-2f7b-4aa2-b26f-1c9d71ff3b74,keith,perkins,K300,P625
de1cb75b-94e6-42bd-bbe4-0ae25e385f7a,donald,walter,D543,W436
f2005688-888d-45a8-bff3-c629ac23ee7d,roderick,clabaugh,R362,C412
39e1b717-9c4b-4272-9954-fb4d211c0217,anna,gates,A500,G320
123cec94-cf4a-4d65-b370-afb0d8985f59,joan,burell,J500,B640
cbaeeb3f-aa85-465d-99d1-a736a645c712,brent,schleusner,B653,S242
70f87317-7696-4b41-a097-7ea2a9b656c7,jeff,riendeau,J100,R530
06bcc8b4-214a-4c9a-aae9-5a27b18799b3,corey,russell,C600,R240
b9b41643-996c-4529-8d5f-b692ee9e49cb,robert,black,R163,B420
858a5611-317c-4b6e-9fae-69d632dc3a17,rosalind,wilkinson,R245,W425
8df1c360-bf95-4344-b871-75126217027f,james,coffin,J520,C150
8bd10e9e-77ee-424c-8ed3-555f279b3725,stephanie,lind,S315,L530
b9c18e81-bb5c-40b0-869f-75b193c1a0af,russ,martin,R200,M635
dbe2e8d3-09e4-469b-a055-cf48fd8c06d9,weston,farrow,W235,F600
61274f6d-290a-4737-b41f-e8c478e246bd,betty,ronin,B300,R550
e887dc33-db94-4cbd-9fa3-5f0b78099679,dean,cotrell,D500,C364
8ce8f0ea-6242-480d-844a-0b607eba212d,gloria,wills,G460,W420
85d4e02a-5a2c-42ed-9910-bbc55004996c,sara,vosburg,S600,V216
3f7764b8-0849-477b-8bbb-7cf5467a22e6,ralph,dunn,R410,D500
d5d21a95-646a-43f8-998b-24aa87e06d4e,stephanie,skidmore,S315,S235
59f49790-88dd-44d8-b603-74c22d59427f,raymond,guess,R553,G200
ca32a680-34da-4a0e-b2ec-425e14896854,brandy,butterfield,B653,B361
bbfc9291-c573-46dd-8fd1-9a1cf08852f5,julia,farrell,J400,F640
e4cbb3c8-78c5-4620-8fca-6d0b5a3e1786,gordon,hodges,G635,H322
d0bbeb34-ad1c-4b0a-8261-70ce99cd8a3e,nathan,jones,N350,J520
ec7e82fd-21d6-4348-8c85-3bf12ea7a9ae,michael,cox,M240,C200
f9c5fdfa-d8b3-48ff-aca8-ea913f48d184,sidney,briscoe,S350,B620
14254aaf-a71f-4e1f-a1bd-114ea4342ebd,john,urena,J500,U650
a5950da7-0a8e-4b40-9936-2bd013af543f,robert,nolan,R163,N450
7b35a381-fc6b-4545-bfea-a915ccae914f,michael,umphrey,M240,U516
b1f96d38-8b65-4161-b263-cfa2dae084be,jenelle,testa,J540,T230
1a567522-a548-4796-908b-9c1a8cda7607,francis,polly,F652,P400
48b16285-b17b-40f6-a858-0d93cf2cd999,adam,west,A350,W230
64e717c1-bf13-46ef-8537-f5b03bec2c17,joey,bogart,J000,B263
60ae5e0f-346a-4558-9934-378551789f96,maxine,bowie,M250,B000
d1b26633-82a2-401e-a070-c92c58a9eb8e,gene,crowe,G500,C600
78b9ce98-f6a5-45bd-8944-0182e1198112,gertrude,green,G636,G650
7cb7a101-74f2-4c98-92d0-6842379b3e9b,pearl,sullivan,P640,S415
e45bd39d-8eaa-4e53-bd2e-a54f5d9299cf,david,porterfield,D130,P636
01ddb2bf-b073-44dd-9572-ee52bbde1d5b,leonel,huffines,L540,H152
6f42f297-2a16-4162-b2d7-d511b0a2763a,darlene,leyva,D645,L100
d12ad52d-1471-41a8-a3d8-c2f409d378c8,gerald,hamilton,G643,H543
1fcc0f37-e4cd-45c4-a424-6920ae823e11,megan,andrews,M250,A536
ffe17d0d-4bf2-4610-a2ba-f8a80b0fec9f,mary,wesler,M600,W246
bc0f23a2-f0d1-41fb-bb53-1c905467d0ce,daniel,dykes,D540,D220
d20e9f8f-c575-445d-bfb2-2dff6998ed3d,leonardo,abbott,L563,A130
399e8f33-32ac-4adf-b615-40f7ab9bc06d,carol,holman,C640,H455
59775d7b-34ff-4131-9d54-387fe20b5569,richard,arnold,R263,A654
dbf2f772-8334-4821-8e3e-e8684b2a2936,roselle,chugg,R240,C200
5056eff6-e1f6-4ee4-9596-4d2a96b83164,helene,moyer,H450,M600
603a01f8-dd44-48d5-bd17-44a2defe7e71,pauline,predovich,P450,P631
c45400ec-5ed6-43bb-bddd-5f3a2e990354,otto,orrick,O300,O620
bee1cb66-475f-4e24-b62f-0f043a17f754,elizabeth,wood,E421,W300
3bcfadb1-65d0-4b94-9e78-73a2ba0b3ffd,robert,powers,R163,P620
68d07262-6054-41af-b8e7-8efee01f20f1,john,weese,J500,W200
89026b7a-87cb-4377-bd0d-4bb369b4c70d,joshua,brown,J200,B650
69afd12a-5991-4426-b198-acfefabc705c,mathew,vaughan,M300,V250
c320e78e-dda6-42d1-9313-a0200a3c0a93,rita,hargrove,R300,H626
35e8446a-8300-4237-9262-8786f58e8d92,david,wagner,D130,W256
61d5bd83-885f-431e-a11b-c755519c354e,michael,owen,M240,O500
fc311111-63bd-4434-8cfc-991964bd2594,ida,stoddard,I300,S336
e4e2ff55-29ed-406e-9ef0-ab612e417d22,roosevelt,blakely,R214,B424
0a51e475-ca4c-48e6-9e75-8ffe985cfc8d,alicia,quiroz,A420,Q620
0978bb5b-b18c-48d7-8981-242a48d8f06c,delois,earls,D420,E642
af102eb3-cf0f-49b0-8086-9020f53b997e,pedro,laird,P360,L630
34014982-7cd0-4865-9470-0dbf054e22de,christina,boeke,C623,B200
0bb99787-b36e-463e-b544-45702b3a3052,denise,tyler,D520,T460
de1d4022-884c-4ffe-8721-e0c55beed4c5,julie,hanks,J400,H520
535115d3-c78a-4750-a63c-af61a1f179bc,john,randel,J500,R534
0b6d534c-44a5-417d-9982-444351100248,matthew,mulhern,M300,M465
87013702-a384-4ee5-abfe-10966ff2b76d,marion,carkhuff,M650,C621
a944f3f5-43b0-4a4c-a9ac-a81ac4bb8d33,michael,toth,M240,T300
13bef90b-e877-49c0-9c17-84a9814ca7d4,william,barker,W450,B626
6ffb3c30-27c4-4710-bffc-caf0eec4fb2a,elaine,mclean,E450,M245
0b11b8d3-2d2a-411c-957f-715a0d2b28a6,heather,tooze,H360,T200
cdefdb68-f6be-47d9-a977-c0f32ccce3c8,ollie,penrod,O400,P563
9494d26b-6273-494d-ade0-a560887b6dbf,michelle,mcmurtry,M240,M256
f60c194d-9c40-48ab-948e-7d7706b7678b,donald,mcilvain,D543,M241
aad0b6eb-f634-410a-a057-ce3340147802,robert,schantz,R163,S253
caad0138-6eb0-4129-88bf-a2fff9ff4666,cynthia,hanchett,C530,H523
63e402fe-286b-48e9-91d8-b9e93b137992,horacio,crisafi,H620,C621
0c5366d4-cb33-4a07-a398-07e2e7e28185,alexander,jividen,A425,J135
fb115c31-aeb6-4ddf-acd3-349c5d11919e,vicky,tongue,V200,T520
da6a4f44-616e-46c2-a49f-e1aaeab4f266,sean,allen,S500,A450
662bb9c2-418c-45aa-bee8-f9f500cc0a16,hugh,lamar,H200,L560
6c03c7ce-679a-4688-876d-5e7d208102ca,amanda,ferguson,A553,F622
18adf52d-8d72-49cc-bbe2-8d273385f1ce,william,courson,W450,C625
793406cb-2b07-4e1f-8a34-2956bc859769,joann,mccloud,J500,M243
9642717b-116c-425a-b224-6cab000a8859,christopher,dombeck,C623,D512
63b90042-ef64-46aa-8a5f-d6de02fa3ff1,keri,bronn,K600,B650
924d2906-e0b8-4d99-abc2-2c2fa374e17f,angelica,hanna,A524,H500
0818657d-e857-42d1-a9cc-8e81497972ec,james,carter,J520,C636
3a77e7b4-ed88-45b4-9a74-9ea237efd050,grace,winter,G620,W536
405f0a84-7c75-4aee-95f8-f113924f0e04,brandon,santos,B653,S532
38d5c31a-42c1-4d46-b861-daeef004480a,patrice,smith,P362,S530
ab3f97d5-7265-446c-a091-fa4a4f78420e,pamela,delossantos,P540,D425
940e0a18-3764-4df1-84a9-060d8e3d340a,miriam,smith,M650,S530
77d041c3-12a5-4da9-b9c0-8f781dcd82e0,jackson,saltsman,J250,S432
80ad0416-202c-45d5-9e2b-7de02a09b441,rhonda,paulson,R530,P425
5ff810fe-ebfa-46c0-b9b5-8af9655ba18c,daniel,birnbaum,D540,B651
419b13b8-e06e-41d6-903c-2c97a25991f2,toni,clark,T500,C462
5c16d2da-1167-429a-8b01-dd6cc01faffd,eunice,satterfield,E520,S361
3f2487cd-7f24-4aa3-81ec-a1ec8a21bfe5,josephine,johnston,J215,J523
5977ad81-7b42-44dc-bd0a-542e20e0be43,henry,gray,H560,G600
239b8c21-8c3b-403f-997c-9572d8c603e3,christine,jones,C623,J520
3da5b650-a262-4abb-9daf-c9c4b2fd7bbb,francis,doyle,F652,D400
925716ab-3048-41e0-9510-2d2a7f26973c,sheena,garcia,S500,G620
e8f5cbd4-2034-4dfc-8bfb-c3832d040514,agnes,armstead,A252,A652
b0230d4b-24ba-49d3-9c6e-4d97031ffbfc,melba,romriell,M410,R564
f03552a7-8186-4987-8c01-f3dc1b1d1056,elaine,gleason,E450,G425
0bb5cb30-8305-49d1-a46f-ddf59dafffcb,miriam,nottingham,M650,N352
918b0be8-7ab0-4f95-b1e2-887886032acd,guadalupe,posas,G341,P220
db7b751d-565b-4f21-a0b9-317a09132514,leah,hand,L000,H530
715b0c33-dba2-4dd9-9d74-286ce995e1c8,sharla,mast,S640,M230
2ccbed3d-0845-489a-8a17-8c9b4b0e77f2,shirley,brunner,S640,B656
48beee6c-9fee-4bd7-b0d8-ee6293d497e9,william,korfhage,W450,K612
572537cd-3067-48da-8c8b-060a068af8eb,jeanne,carroll,J500,C640
6bf2fd5a-9e70-43c5-9a8a-6f5df9185ca4,anna,sampson,A500,S512
df460ced-4861-42a5-a4ff-8133dadf8346,sara,poblete,S600,P143
bbb89c52-2b8b-47a0-8124-d8688f200c49,lyle,evans,L400,E152
c536356b-1ebd-48a4-9a59-d223286f1b39,judith,travis,J330,T612
ae4b89c2-bf1f-4c07-a6bb-654e393e2c59,kelli,lamm,K400,L500
b3338e81-36d4-4426-9bfb-fbe43b1fa60f,earl,seago,E640,S200
2e710833-de66-45e1-8cc8-4fc70735e905,gladys,dabbs,G432,D120
d6b0174a-999e-413a-a868-00d1f2c82fc1,william,murat,W450,M630
f50c5f92-5632-446b-9d68-b047c5d85349,desiree,dennis,D260,D520
5bbd1d44-640b-422c-8eaf-54ded0ca6a8d,louis,edwards,L200,E363
5103eee6-c5ac-4deb-a6b7-1f7950caa5f2,betty,costa,B300,C230
729ef598-6c95-44e0-b6f5-b454aacd042d,duane,hicks,D500,H200
e8178018-795c-4d32-a72d-0e74b0632eba,jan,ottrix,J500,O362
676ba8c4-0bf0-4c0f-9369-fcc363b74f80,rodolfo,norvell,R341,N614
77b87583-661b-4e62-8cf2-4b70044929f6,tammy,torros,T500,T620
78b851ec-52d7-4b39-929c-b7e170da4c1a,jenny,dow,J500,D000
49ed6961-8a46-4331-9fe4-5dc50e6d9b5d,brittney,jacobson,B635,J212
e1ebcb9c-1417-4b56-bf43-0c230758fc83,kathy,parham,K300,P650
d63477d5-e794-4879-aca9-828a26d36e45,harris,chavez,H620,C120
4216cd19-f741-4acc-8a19-5215c41c57ea,javier,long,J160,L520
6eb4cc0f-512e-4be8-bdb7-3a735c917b6e,albert,james,A416,J520
9d57ed74-98e2-458a-903b-1cea120b089c,terry,tse,T600,T200
d33ac57c-b85d-4418-9f81-ee28c8172a6c,philip,bautista,P410,B323
e18fb2c2-245b-45f0-82f8-e1111418e7d4,melissa,kennedy,M420,K530
848ad510-62c9-40f4-a13c-a5fcae6ebc58,arlene,lake,A645,L200
71a13aa3-2e87-4c21-a7be-4329f43e1cfd,francis,carella,F652,C640
a5b055f9-4060-4b00-adae-c21c2f2d00b5,lee,chin,L000,C500
4930ff22-0485-47e1-a0f0-5396b1cc056b,steven,casey,S315,C200
a31e3241-82d3-4d46-bf4b-9aa9c5a5df51,allen,hill,A450,H400
b6c2572c-363c-4d9d-8564-a10d185703a2,jody,whitsitt,J300,W323
873a34c4-964d-418b-890f-7067b3e13d6d,willie,peterson,W400,P362
8301e6f7-f17a-482e-8bb7-45d28ccc5c4b,maria,johnson,M600,J525
a1aa87b0-544e-4ea4-8cc5-5b3240296584,timothy,saechao,T530,S200
176e1416-2b4b-4608-9a34-af6f6bae8698,joan,hernandez,J500,H655
515ae71b-405b-4e62-a248-42fa47c9e0d8,jean,sanderson,J500,S536
d8daf010-c305-40ee-abf6-4bb0f72aebea,debra,swartz,D160,S632
cd4c41c3-9573-4980-806a-58d1fcb30608,numbers,maryland,N516,M645
06bf8839-9188-4e11-aaae-96f008b2fc49,justin,gardin,J235,G635
62b55b00-1895-49e7-aaaa-8386608dfbb8,holly,noel,H400,N400
6ab6f855-0112-44a0-a5a4-82b0663219dd,sandra,hill,S536,H400
1bc2613e-701a-4e06-82ff-1c7aefad3bd7,marsha,jamieson,M620,J525
c015b10e-bf0b-4cc6-b6ab-b8dad341d23c,jose,alexander,J200,A425
24cdc0e7-c444-491b-ae1a-6a5f457c1393,betty,linville,B300,L514
c3b3e27e-589e-4345-bf25-62938a7f82a8,edwin,hanson,E350,H525
4591dfe7-38bd-40ff-a0d1-cc2cbfdcf578,fred,whatoname,F630,W355
18650752-d6f6-4d47-bcf5-21c156452415,maxine,esquibel,M250,E214
3d7f68f4-0e56-43df-bfc4-06a32d0cd670,angla,williams,A524,W452
3e217de1-20c0-45c8-bcb3-0139fd97dddd,carolyn,zaragoza,C645,Z622
f06a1cd1-ea59-492e-bef2-86c7bc3de30d,donald,sneed,D543,S530
e82ae303-a65c-4b14-b6f5-9b3f888799ba,janette,smith,J530,S530
b6745465-dea1-4309-8aaf-523aa3ba9f9b,leslie,cartagena,L240,C632
a30647ed-3e2e-4aea-ab59-e4d7585abca7,raymond,thorne,R553,T650
2581392c-23cb-4767-83f3-a1713d73ff8f,betty,villa,B300,V400
c9fff7d1-3db3-40b0-8a32-1dacb9fb2bd9,willa,pearson,W400,P625
dc497d5c-0eb8-437a-8835-751f3be63a1c,robert,mason,R163,M250
7044eba0-971d-4868-861d-49f488e3823a,paul,darden,P400,D635
25a291ad-fe27-4801-907d-20f6ec783e92,jim,mayer,J500,M600
ebe9cf42-c27f-41fd-ada4-b60c07866552,oma,duda,O500,D300
c4bc57d6-f952-4a39-870b-a9f5664e78e7,kathryn,dalton,K365,D435
d3638b46-b567-4541-9b1d-db4d085380fa,john,sutterfield,J500,S361
a5abefc1-ba9c-4adc-af8f-c39b079a98cb,allison,hastings,A425,H235
020ef497-89e0-4696-ad2d-9c47a55c57c0,wilford,sanchez,W416,S522
9e057647-b81e-41c6-a24d-ac5c94494aee,jayne,quinones,J500,Q552
7293d8e2-e840-43b0-88e7-9ac14dd69e98,rosa,manylath,R200,M543
52c25019-9bef-4bd3-8d1d-f6b6a5e11725,patrick,rollins,P362,R452
502c10f3-5c07-4cec-b9a8-9a1eca407eea,austin,stepler,A235,S314
6a47cf43-21fd-4623-a548-e7610ad27506,boyd,clausen,B300,C425
a390e782-5f93-4c0a-bcd1-5d73322b899e,frank,odum,F652,O350
